student_id,course_id,term,section,attendance_rate,recent_attendance_rate,submission_completion_rate,late_submission_rate,assignment_average,assessment_average,missing_assignments,engagement_trend,total_sessions,present_sessions,excused_sessions,absent_sessions,total_assignments,submitted_assignments,late_assignments,calculated_at
STU-2690,CS-204,Fall 2026,Section B,95.0,100.0,100.0,0.0,87.0,87.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2690,MATH-150,Spring 2026,Section A,100.0,100.0,75.0,0.0,58.4,74.4,1,stable,20,20,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2690,STAT-301,Fall 2026,Section B,100.0,100.0,100.0,0.0,84.9,88.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2691,STAT-301,Spring 2026,Section B,90.0,90.0,75.0,0.0,52.6,70.8,1,stable,20,18,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2691,MATH-150,Spring 2026,Section B,85.0,85.0,100.0,50.0,81.0,82.4,0,stable,20,16,0,2,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2691,CS-204,Spring 2026,Section A,77.5,77.5,100.0,25.0,72.0,61.2,0,stable,20,14,0,3,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2692,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,0.0,96.5,96.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2692,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,92.1,94.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2693,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,88.9,86.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2693,DATA-101,Fall 2026,Section C,95.0,90.0,100.0,0.0,88.3,84.2,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2693,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,90.7,93.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2694,STAT-301,Spring 2026,Section B,89.5,89.5,75.0,0.0,52.7,74.4,1,stable,20,17,1,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2694,MATH-150,Fall 2026,Section C,84.2,37.5,75.0,0.0,55.0,65.6,1,declining,20,15,1,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2695,MATH-150,Fall 2026,Section C,85.0,100.0,50.0,50.0,27.9,29.0,2,declining,20,17,0,3,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2695,CS-204,Fall 2026,Section A,62.5,90.0,25.0,0.0,10.2,53.0,3,declining,20,11,0,6,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2696,DATA-101,Spring 2026,Section C,97.5,97.5,100.0,25.0,87.6,91.8,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2696,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,92.2,78.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2697,MATH-150,Spring 2026,Section A,100.0,100.0,100.0,0.0,91.2,94.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2697,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.0,96.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2697,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,91.6,92.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2698,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.2,95.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2698,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,96.2,88.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2698,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,93.4,94.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2699,STAT-301,Spring 2026,Section C,90.0,90.0,75.0,33.3,46.1,85.4,1,stable,20,17,0,1,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2699,DATA-101,Spring 2026,Section B,97.4,97.4,75.0,33.3,42.4,79.2,1,stable,20,18,1,0,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2700,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,84.2,92.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2700,STAT-301,Fall 2026,Section A,92.5,90.0,100.0,0.0,90.2,76.6,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2701,DATA-101,Spring 2026,Section C,97.5,97.5,100.0,0.0,76.7,65.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2701,CS-204,Spring 2026,Section B,100.0,100.0,100.0,50.0,62.9,66.2,0,stable,20,20,0,0,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2702,DATA-101,Fall 2026,Section C,100.0,100.0,100.0,0.0,94.6,96.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2702,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,95.3,94.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2703,STAT-301,Fall 2026,Section A,84.2,80.0,75.0,0.0,38.5,51.1,1,stable,20,16,1,3,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2703,DATA-101,Fall 2026,Section C,67.5,30.0,50.0,100.0,19.9,57.8,2,declining,20,13,0,6,4,2,2,2026-09-01T04:26:00.647836+00:00
STU-2704,STAT-301,Spring 2026,Section C,84.2,84.2,100.0,0.0,61.8,68.8,0,stable,20,15,1,2,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2704,CS-204,Spring 2026,Section A,87.5,87.5,100.0,50.0,65.3,79.8,0,stable,20,17,0,2,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2705,STAT-301,Spring 2026,Section A,90.0,90.0,75.0,0.0,54.8,82.6,1,stable,20,18,0,2,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2705,MATH-150,Spring 2026,Section A,90.0,90.0,100.0,25.0,68.4,74.9,0,stable,20,17,0,1,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2706,CS-204,Spring 2026,Section C,100.0,100.0,100.0,0.0,92.4,96.7,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2706,DATA-101,Spring 2026,Section A,100.0,100.0,100.0,0.0,94.2,90.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2706,MATH-150,Spring 2026,Section C,100.0,100.0,100.0,0.0,94.8,91.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2707,MATH-150,Fall 2026,Section A,97.5,100.0,100.0,0.0,81.4,90.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2707,CS-204,Fall 2026,Section A,95.0,100.0,100.0,0.0,86.5,72.9,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2708,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,67.9,65.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2708,DATA-101,Fall 2026,Section B,97.4,100.0,100.0,25.0,63.1,75.0,0,stable,20,18,1,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2708,MATH-150,Fall 2026,Section C,89.5,100.0,100.0,25.0,63.1,71.9,0,improving,20,16,1,1,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2709,CS-204,Fall 2026,Section B,97.5,100.0,100.0,0.0,85.8,91.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2709,DATA-101,Spring 2026,Section B,92.5,92.5,100.0,0.0,83.5,95.8,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2709,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,80.7,94.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2710,CS-204,Fall 2026,Section A,40.0,20.0,50.0,50.0,15.6,36.3,2,declining,20,8,0,12,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2710,STAT-301,Spring 2026,Section A,67.5,67.5,75.0,33.3,35.7,54.7,1,stable,20,12,0,5,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2711,MATH-150,Spring 2026,Section C,66.7,66.7,75.0,0.0,38.6,67.0,1,stable,20,11,2,5,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2711,STAT-301,Fall 2026,Section A,84.2,70.0,100.0,25.0,62.2,68.1,0,declining,20,15,1,2,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2711,CS-204,Spring 2026,Section C,72.5,72.5,100.0,0.0,64.9,65.4,0,stable,20,14,0,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2712,CS-204,Spring 2026,Section C,77.5,77.5,25.0,0.0,7.7,45.5,3,declining,20,14,0,3,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2712,STAT-301,Fall 2026,Section A,80.0,80.0,75.0,66.7,29.4,60.7,1,stable,20,16,0,4,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2712,MATH-150,Fall 2026,Section C,50.0,20.0,25.0,0.0,15.0,29.0,3,declining,20,9,0,9,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2713,MATH-150,Fall 2026,Section B,92.5,100.0,75.0,0.0,63.9,82.2,1,stable,20,17,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2713,CS-204,Spring 2026,Section A,95.0,95.0,100.0,0.0,91.2,82.7,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2713,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,90.4,90.9,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2714,STAT-301,Fall 2026,Section A,97.5,100.0,75.0,0.0,67.5,89.1,1,stable,20,19,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2714,DATA-101,Spring 2026,Section A,97.5,97.5,100.0,0.0,78.9,77.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2715,CS-204,Spring 2026,Section B,92.5,92.5,100.0,50.0,70.8,77.3,0,stable,20,18,0,1,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2715,STAT-301,Spring 2026,Section B,97.4,97.4,75.0,66.7,48.7,80.4,1,stable,20,18,1,0,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2716,MATH-150,Fall 2026,Section A,92.1,100.0,75.0,33.3,55.7,73.0,1,stable,20,17,1,1,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2716,CS-204,Fall 2026,Section A,78.9,37.5,75.0,33.3,52.9,65.3,1,declining,20,13,1,2,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2717,CS-204,Fall 2026,Section A,100.0,100.0,100.0,0.0,88.7,83.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2717,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,85.0,93.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2717,DATA-101,Spring 2026,Section B,100.0,100.0,100.0,0.0,91.7,91.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2718,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,93.2,97.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2718,MATH-150,Fall 2026,Section A,100.0,100.0,100.0,0.0,90.9,95.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2718,STAT-301,Fall 2026,Section B,100.0,100.0,100.0,0.0,94.0,94.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2719,MATH-150,Fall 2026,Section C,95.0,100.0,100.0,0.0,81.7,77.0,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2719,CS-204,Fall 2026,Section C,97.5,100.0,100.0,0.0,82.2,92.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2720,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,25.0,81.9,75.6,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2720,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,90.0,81.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2721,STAT-301,Fall 2026,Section C,65.0,80.0,50.0,50.0,19.6,46.8,2,declining,20,13,0,7,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2721,CS-204,Fall 2026,Section A,61.1,60.0,50.0,50.0,24.7,63.4,2,declining,20,11,2,7,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2722,STAT-301,Fall 2026,Section A,80.0,50.0,100.0,50.0,56.8,43.8,0,declining,20,15,0,3,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2722,DATA-101,Fall 2026,Section A,65.8,40.0,25.0,0.0,13.1,37.4,3,declining,20,12,1,6,4,1,0,2026-09-01T04:26:00.647836+00:00
STU-2723,STAT-301,Fall 2026,Section A,100.0,100.0,75.0,0.0,46.1,68.8,1,stable,20,18,2,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2723,CS-204,Fall 2026,Section B,92.1,100.0,50.0,50.0,30.3,74.1,2,declining,20,17,1,1,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2723,DATA-101,Fall 2026,Section A,89.5,90.0,0.0,0.0,0.0,69.8,4,declining,20,16,1,1,4,0,0,2026-09-01T04:26:00.647836+00:00
STU-2724,STAT-301,Fall 2026,Section C,100.0,100.0,100.0,25.0,83.4,88.0,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2724,CS-204,Fall 2026,Section A,100.0,100.0,100.0,0.0,84.1,77.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2725,CS-204,Fall 2026,Section B,62.5,20.0,75.0,0.0,27.4,41.4,1,declining,20,12,0,7,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2725,DATA-101,Fall 2026,Section B,81.6,80.0,75.0,100.0,30.3,50.0,1,stable,20,14,1,2,4,3,3,2026-09-01T04:26:00.647836+00:00
STU-2726,MATH-150,Spring 2026,Section B,95.0,95.0,100.0,0.0,81.8,87.2,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2726,STAT-301,Spring 2026,Section C,97.5,97.5,100.0,0.0,89.0,85.3,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2727,MATH-150,Spring 2026,Section B,97.5,97.5,100.0,25.0,86.5,85.4,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2727,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,83.4,91.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2728,CS-204,Fall 2026,Section B,97.4,100.0,100.0,0.0,68.2,59.2,0,stable,20,18,1,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2728,MATH-150,Spring 2026,Section C,97.4,97.4,75.0,66.7,49.8,68.0,1,stable,20,18,1,0,4,3,2,2026-09-01T04:26:00.647836+00:00
STU-2729,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,96.8,90.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2729,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,0.0,93.8,92.7,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2729,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,96.0,92.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2730,DATA-101,Spring 2026,Section C,100.0,100.0,100.0,0.0,95.1,88.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2730,MATH-150,Fall 2026,Section C,100.0,100.0,100.0,0.0,93.0,92.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2730,STAT-301,Spring 2026,Section B,100.0,100.0,100.0,0.0,99.0,97.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2731,STAT-301,Spring 2026,Section C,97.5,97.5,100.0,0.0,81.8,81.4,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2731,MATH-150,Fall 2026,Section A,95.0,90.0,100.0,0.0,77.8,94.6,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2732,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,83.7,77.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2732,STAT-301,Fall 2026,Section A,92.5,90.0,100.0,0.0,86.8,90.2,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2733,CS-204,Fall 2026,Section A,75.0,100.0,75.0,0.0,46.8,70.8,1,stable,20,15,0,5,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2733,DATA-101,Fall 2026,Section C,87.5,100.0,75.0,33.3,46.3,60.3,1,stable,20,16,0,1,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2734,DATA-101,Spring 2026,Section C,97.5,97.5,100.0,0.0,83.3,89.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2734,MATH-150,Spring 2026,Section C,97.5,97.5,100.0,0.0,75.6,90.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2735,DATA-101,Spring 2026,Section A,97.5,97.5,100.0,0.0,84.7,73.6,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2735,STAT-301,Spring 2026,Section B,95.0,95.0,100.0,0.0,83.9,77.5,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2735,MATH-150,Fall 2026,Section C,100.0,100.0,100.0,0.0,90.0,94.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2736,CS-204,Fall 2026,Section C,100.0,100.0,100.0,0.0,81.8,92.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2736,MATH-150,Spring 2026,Section C,97.5,97.5,100.0,0.0,78.1,80.0,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2737,CS-204,Spring 2026,Section C,97.5,97.5,100.0,25.0,82.6,78.4,0,stable,20,19,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2737,STAT-301,Fall 2026,Section B,97.5,100.0,100.0,0.0,84.5,86.2,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2738,CS-204,Fall 2026,Section B,100.0,100.0,100.0,0.0,91.1,94.5,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2738,DATA-101,Spring 2026,Section C,100.0,100.0,100.0,0.0,94.0,92.0,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2739,CS-204,Spring 2026,Section A,65.8,65.8,75.0,0.0,44.1,65.0,1,stable,20,12,1,6,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2739,DATA-101,Fall 2026,Section A,72.5,70.0,100.0,0.0,57.8,62.6,0,stable,20,14,0,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2740,STAT-301,Fall 2026,Section A,100.0,100.0,100.0,0.0,82.9,92.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2740,DATA-101,Spring 2026,Section A,92.5,92.5,100.0,0.0,87.6,78.2,0,stable,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2741,STAT-301,Spring 2026,Section C,90.0,90.0,100.0,50.0,85.2,64.7,0,stable,20,18,0,2,4,4,2,2026-09-01T04:26:00.647836+00:00
STU-2741,MATH-150,Spring 2026,Section A,95.0,95.0,100.0,25.0,72.1,69.2,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2742,DATA-101,Fall 2026,Section A,52.5,70.0,75.0,0.0,32.4,34.8,1,stable,20,10,0,9,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2742,STAT-301,Spring 2026,Section B,84.2,84.2,50.0,50.0,17.3,36.2,2,declining,20,16,1,3,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2743,MATH-150,Spring 2026,Section C,100.0,100.0,100.0,0.0,93.8,95.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2743,DATA-101,Spring 2026,Section C,100.0,100.0,100.0,0.0,90.0,92.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2744,STAT-301,Spring 2026,Section A,61.1,61.1,75.0,33.3,48.4,48.8,1,stable,20,10,2,6,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2744,DATA-101,Fall 2026,Section A,60.5,80.0,50.0,0.0,29.3,56.6,2,declining,20,10,1,6,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2744,CS-204,Spring 2026,Section C,66.7,66.7,100.0,0.0,55.2,52.2,0,stable,20,11,2,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2745,MATH-150,Fall 2026,Section C,95.0,100.0,100.0,0.0,80.7,85.2,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2745,STAT-301,Spring 2026,Section A,92.5,92.5,100.0,25.0,81.9,90.2,0,stable,20,17,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2745,CS-204,Spring 2026,Section B,95.0,95.0,75.0,0.0,58.2,84.4,1,stable,20,18,0,0,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2746,CS-204,Spring 2026,Section C,70.0,70.0,100.0,0.0,70.0,50.6,0,stable,20,13,0,5,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2746,MATH-150,Fall 2026,Section A,86.8,100.0,75.0,33.3,40.0,60.0,1,stable,20,16,1,2,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2747,STAT-301,Spring 2026,Section A,100.0,100.0,100.0,0.0,93.6,97.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2747,CS-204,Spring 2026,Section B,100.0,100.0,100.0,0.0,90.7,91.4,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2747,DATA-101,Spring 2026,Section B,100.0,100.0,100.0,0.0,93.6,93.1,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2748,CS-204,Fall 2026,Section A,72.5,40.0,50.0,0.0,27.6,43.8,2,declining,20,14,0,5,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2748,MATH-150,Spring 2026,Section A,81.6,81.6,75.0,33.3,31.0,55.6,1,stable,20,15,1,3,4,3,1,2026-09-01T04:26:00.647836+00:00
STU-2749,STAT-301,Fall 2026,Section A,72.5,80.0,50.0,0.0,37.6,51.8,2,declining,20,14,0,5,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2749,MATH-150,Fall 2026,Section A,65.0,100.0,100.0,25.0,55.0,63.2,0,improving,20,13,0,7,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2750,STAT-301,Fall 2026,Section C,97.5,100.0,100.0,0.0,85.2,78.8,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2750,MATH-150,Spring 2026,Section A,95.0,95.0,100.0,0.0,83.4,93.4,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2750,DATA-101,Fall 2026,Section B,95.0,90.0,100.0,0.0,82.9,83.8,0,stable,20,18,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2751,CS-204,Fall 2026,Section C,78.9,75.0,50.0,0.0,33.4,73.3,2,declining,20,15,1,4,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2751,DATA-101,Spring 2026,Section B,90.0,90.0,50.0,0.0,28.8,73.4,2,declining,20,17,0,1,4,2,0,2026-09-01T04:26:00.647836+00:00
STU-2752,MATH-150,Fall 2026,Section B,92.5,100.0,100.0,0.0,78.3,75.1,0,improving,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2752,DATA-101,Fall 2026,Section C,97.5,90.0,100.0,0.0,84.8,79.5,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2752,CS-204,Spring 2026,Section A,100.0,100.0,100.0,0.0,83.0,80.8,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2753,STAT-301,Fall 2026,Section B,92.5,100.0,100.0,0.0,90.5,73.5,0,improving,20,17,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2753,MATH-150,Spring 2026,Section A,95.0,95.0,100.0,25.0,79.2,81.3,0,stable,20,18,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
STU-2753,DATA-101,Spring 2026,Section C,97.5,97.5,100.0,0.0,80.3,76.5,0,stable,20,19,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2754,DATA-101,Spring 2026,Section A,82.5,82.5,75.0,100.0,29.3,57.1,1,stable,20,16,0,3,4,3,3,2026-09-01T04:26:00.647836+00:00
STU-2754,STAT-301,Fall 2026,Section A,72.5,70.0,50.0,50.0,19.9,49.4,2,declining,20,13,0,4,4,2,1,2026-09-01T04:26:00.647836+00:00
STU-2755,DATA-101,Fall 2026,Section B,76.3,90.0,100.0,0.0,60.9,64.8,0,improving,20,13,1,3,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2755,MATH-150,Fall 2026,Section C,63.2,80.0,100.0,0.0,60.2,65.9,0,improving,20,12,1,7,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2755,STAT-301,Fall 2026,Section A,65.8,75.0,75.0,0.0,52.5,73.4,1,stable,20,12,1,6,4,3,0,2026-09-01T04:26:00.647836+00:00
STU-2756,DATA-101,Fall 2026,Section A,100.0,100.0,100.0,0.0,91.2,96.9,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2756,MATH-150,Fall 2026,Section B,100.0,100.0,100.0,0.0,91.5,90.6,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2756,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,0.0,96.1,96.2,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2757,DATA-101,Fall 2026,Section B,100.0,100.0,100.0,0.0,87.4,80.3,0,stable,20,20,0,0,4,4,0,2026-09-01T04:26:00.647836+00:00
STU-2757,STAT-301,Spring 2026,Section C,100.0,100.0,100.0,25.0,81.9,90.2,0,stable,20,20,0,0,4,4,1,2026-09-01T04:26:00.647836+00:00
