student_id,course_id,term,section
STU-2611,DATA-101,Spring 2026,Section A
STU-2611,STAT-301,Spring 2026,Section C
STU-2612,STAT-301,Fall 2026,Section B
STU-2612,CS-204,Spring 2026,Section B
STU-2613,STAT-301,Fall 2026,Section C
STU-2613,MATH-150,Fall 2026,Section C
STU-2614,STAT-301,Spring 2026,Section C
STU-2614,DATA-101,Spring 2026,Section A
STU-2615,CS-204,Fall 2026,Section B
STU-2615,DATA-101,Fall 2026,Section B
STU-2616,DATA-101,Fall 2026,Section B
STU-2616,CS-204,Fall 2026,Section B
STU-2617,CS-204,Spring 2026,Section B
STU-2617,STAT-301,Fall 2026,Section A
STU-2617,MATH-150,Fall 2026,Section C
STU-2618,MATH-150,Spring 2026,Section A
STU-2618,STAT-301,Fall 2026,Section C
STU-2618,DATA-101,Spring 2026,Section C
STU-2619,MATH-150,Fall 2026,Section A
STU-2619,CS-204,Spring 2026,Section A
STU-2620,STAT-301,Fall 2026,Section B
STU-2620,CS-204,Fall 2026,Section B
STU-2621,CS-204,Spring 2026,Section A
STU-2621,DATA-101,Fall 2026,Section C
STU-2621,STAT-301,Fall 2026,Section A
STU-2622,STAT-301,Spring 2026,Section B
STU-2622,MATH-150,Fall 2026,Section B
STU-2623,STAT-301,Spring 2026,Section C
STU-2623,CS-204,Spring 2026,Section B
STU-2623,MATH-150,Spring 2026,Section B
STU-2624,STAT-301,Spring 2026,Section A
STU-2624,MATH-150,Spring 2026,Section A
STU-2625,STAT-301,Spring 2026,Section B
STU-2625,MATH-150,Spring 2026,Section B
STU-2626,MATH-150,Fall 2026,Section B
STU-2626,DATA-101,Fall 2026,Section A
STU-2626,CS-204,Fall 2026,Section B
STU-2627,STAT-301,Fall 2026,Section C
STU-2627,DATA-101,Spring 2026,Section C
STU-2628,DATA-101,Fall 2026,Section B
STU-2628,CS-204,Fall 2026,Section B
STU-2629,MATH-150,Spring 2026,Section B
STU-2629,CS-204,Fall 2026,Section A
STU-2630,DATA-101,Spring 2026,Section A
STU-2630,CS-204,Fall 2026,Section B
STU-2631,DATA-101,Spring 2026,Section A
STU-2631,CS-204,Spring 2026,Section A
STU-2631,MATH-150,Spring 2026,Section C
STU-2632,CS-204,Spring 2026,Section A
STU-2632,DATA-101,Spring 2026,Section B
STU-2632,STAT-301,Spring 2026,Section A
STU-2633,DATA-101,Fall 2026,Section C
STU-2633,CS-204,Spring 2026,Section A
STU-2633,STAT-301,Fall 2026,Section C
STU-2634,DATA-101,Fall 2026,Section B
STU-2634,STAT-301,Spring 2026,Section A
STU-2635,DATA-101,Spring 2026,Section C
STU-2635,MATH-150,Spring 2026,Section A
STU-2636,STAT-301,Fall 2026,Section B
STU-2636,CS-204,Spring 2026,Section C
STU-2636,DATA-101,Fall 2026,Section B
STU-2637,MATH-150,Spring 2026,Section A
STU-2637,CS-204,Fall 2026,Section B
STU-2637,STAT-301,Fall 2026,Section C
STU-2638,DATA-101,Spring 2026,Section B
STU-2638,STAT-301,Fall 2026,Section A
STU-2639,MATH-150,Fall 2026,Section C
STU-2639,CS-204,Spring 2026,Section B
STU-2640,STAT-301,Fall 2026,Section B
STU-2640,CS-204,Fall 2026,Section A
STU-2640,DATA-101,Spring 2026,Section A
STU-2641,DATA-101,Fall 2026,Section B
STU-2641,STAT-301,Fall 2026,Section A
STU-2641,CS-204,Spring 2026,Section B
STU-2642,DATA-101,Fall 2026,Section B
STU-2642,MATH-150,Fall 2026,Section C
STU-2642,STAT-301,Fall 2026,Section A
STU-2643,CS-204,Spring 2026,Section C
STU-2643,MATH-150,Fall 2026,Section A
STU-2644,DATA-101,Spring 2026,Section A
STU-2644,STAT-301,Fall 2026,Section A
STU-2645,DATA-101,Fall 2026,Section A
STU-2645,CS-204,Fall 2026,Section A
STU-2646,MATH-150,Spring 2026,Section B
STU-2646,STAT-301,Fall 2026,Section C
STU-2647,CS-204,Fall 2026,Section C
STU-2647,STAT-301,Fall 2026,Section C
STU-2648,MATH-150,Fall 2026,Section C
STU-2648,DATA-101,Spring 2026,Section C
STU-2648,CS-204,Spring 2026,Section C
STU-2649,CS-204,Fall 2026,Section A
STU-2649,DATA-101,Spring 2026,Section A
STU-2649,STAT-301,Fall 2026,Section C
STU-2650,CS-204,Spring 2026,Section B
STU-2650,DATA-101,Fall 2026,Section B
STU-2650,MATH-150,Fall 2026,Section A
STU-2651,MATH-150,Fall 2026,Section C
STU-2651,CS-204,Spring 2026,Section A
STU-2652,MATH-150,Fall 2026,Section C
STU-2652,DATA-101,Spring 2026,Section A
STU-2653,CS-204,Fall 2026,Section C
STU-2653,MATH-150,Fall 2026,Section A
STU-2653,STAT-301,Spring 2026,Section A
STU-2654,DATA-101,Fall 2026,Section A
STU-2654,CS-204,Spring 2026,Section A
STU-2655,CS-204,Fall 2026,Section C
STU-2655,STAT-301,Fall 2026,Section B
STU-2656,MATH-150,Spring 2026,Section B
STU-2656,STAT-301,Spring 2026,Section A
STU-2656,CS-204,Spring 2026,Section B
STU-2657,CS-204,Fall 2026,Section A
STU-2657,DATA-101,Fall 2026,Section A
STU-2658,DATA-101,Fall 2026,Section C
STU-2658,STAT-301,Spring 2026,Section B
STU-2659,STAT-301,Fall 2026,Section C
STU-2659,MATH-150,Fall 2026,Section A
STU-2660,STAT-301,Spring 2026,Section A
STU-2660,CS-204,Spring 2026,Section A
STU-2660,DATA-101,Spring 2026,Section C
STU-2661,MATH-150,Spring 2026,Section A
STU-2661,DATA-101,Fall 2026,Section C
STU-2662,DATA-101,Spring 2026,Section C
STU-2662,CS-204,Spring 2026,Section B
STU-2663,CS-204,Spring 2026,Section C
STU-2663,DATA-101,Spring 2026,Section A
STU-2664,STAT-301,Fall 2026,Section A
STU-2664,DATA-101,Fall 2026,Section A
STU-2664,CS-204,Spring 2026,Section A
STU-2665,DATA-101,Spring 2026,Section C
STU-2665,STAT-301,Spring 2026,Section A
STU-2666,MATH-150,Spring 2026,Section A
STU-2666,STAT-301,Spring 2026,Section C
STU-2666,CS-204,Spring 2026,Section B
STU-2667,STAT-301,Spring 2026,Section C
STU-2667,CS-204,Fall 2026,Section A
STU-2668,DATA-101,Spring 2026,Section C
STU-2668,CS-204,Spring 2026,Section A
STU-2668,MATH-150,Fall 2026,Section C
STU-2669,STAT-301,Spring 2026,Section A
STU-2669,CS-204,Fall 2026,Section C
STU-2669,MATH-150,Spring 2026,Section C
STU-2670,STAT-301,Spring 2026,Section B
STU-2670,CS-204,Fall 2026,Section A
STU-2671,DATA-101,Fall 2026,Section B
STU-2671,MATH-150,Fall 2026,Section B
STU-2672,DATA-101,Spring 2026,Section A
STU-2672,MATH-150,Fall 2026,Section C
STU-2673,DATA-101,Fall 2026,Section A
STU-2673,MATH-150,Fall 2026,Section C
STU-2673,CS-204,Spring 2026,Section C
STU-2674,MATH-150,Spring 2026,Section B
STU-2674,STAT-301,Fall 2026,Section C
STU-2675,MATH-150,Fall 2026,Section B
STU-2675,DATA-101,Spring 2026,Section B
STU-2675,STAT-301,Fall 2026,Section A
STU-2676,CS-204,Spring 2026,Section C
STU-2676,DATA-101,Fall 2026,Section B
STU-2676,MATH-150,Spring 2026,Section C
STU-2677,MATH-150,Spring 2026,Section A
STU-2677,STAT-301,Fall 2026,Section C
STU-2677,CS-204,Spring 2026,Section A
STU-2678,DATA-101,Spring 2026,Section B
STU-2678,STAT-301,Spring 2026,Section A
STU-2679,STAT-301,Fall 2026,Section A
STU-2679,DATA-101,Fall 2026,Section A
STU-2680,DATA-101,Fall 2026,Section B
STU-2680,STAT-301,Fall 2026,Section B
STU-2681,MATH-150,Spring 2026,Section C
STU-2681,CS-204,Spring 2026,Section B
STU-2682,DATA-101,Fall 2026,Section A
STU-2682,STAT-301,Fall 2026,Section B
STU-2683,MATH-150,Spring 2026,Section C
STU-2683,CS-204,Spring 2026,Section B
STU-2683,STAT-301,Spring 2026,Section B
STU-2684,MATH-150,Spring 2026,Section A
STU-2684,STAT-301,Spring 2026,Section A
STU-2684,CS-204,Spring 2026,Section B
STU-2685,DATA-101,Spring 2026,Section A
STU-2685,CS-204,Fall 2026,Section B
STU-2686,STAT-301,Fall 2026,Section B
STU-2686,CS-204,Fall 2026,Section A
STU-2687,MATH-150,Fall 2026,Section B
STU-2687,CS-204,Spring 2026,Section A
STU-2687,STAT-301,Fall 2026,Section C
STU-2688,STAT-301,Fall 2026,Section B
STU-2688,DATA-101,Fall 2026,Section A
STU-2688,CS-204,Spring 2026,Section C
STU-2689,DATA-101,Spring 2026,Section B
STU-2689,MATH-150,Fall 2026,Section A
STU-2690,CS-204,Fall 2026,Section B
STU-2690,MATH-150,Spring 2026,Section A
STU-2690,STAT-301,Fall 2026,Section B
STU-2691,STAT-301,Spring 2026,Section B
STU-2691,MATH-150,Spring 2026,Section B
STU-2691,CS-204,Spring 2026,Section A
STU-2692,STAT-301,Spring 2026,Section C
STU-2692,CS-204,Fall 2026,Section B
STU-2693,STAT-301,Fall 2026,Section B
STU-2693,DATA-101,Fall 2026,Section C
STU-2693,CS-204,Fall 2026,Section C
STU-2694,STAT-301,Spring 2026,Section B
STU-2694,MATH-150,Fall 2026,Section C
STU-2695,MATH-150,Fall 2026,Section C
STU-2695,CS-204,Fall 2026,Section A
STU-2696,DATA-101,Spring 2026,Section C
STU-2696,STAT-301,Spring 2026,Section A
STU-2697,MATH-150,Spring 2026,Section A
STU-2697,STAT-301,Fall 2026,Section A
STU-2697,DATA-101,Fall 2026,Section A
STU-2698,MATH-150,Fall 2026,Section A
STU-2698,DATA-101,Spring 2026,Section A
STU-2698,STAT-301,Spring 2026,Section B
STU-2699,STAT-301,Spring 2026,Section C
STU-2699,DATA-101,Spring 2026,Section B
STU-2700,MATH-150,Fall 2026,Section A
STU-2700,STAT-301,Fall 2026,Section A
STU-2701,DATA-101,Spring 2026,Section C
STU-2701,CS-204,Spring 2026,Section B
STU-2702,DATA-101,Fall 2026,Section C
STU-2702,MATH-150,Fall 2026,Section A
STU-2703,STAT-301,Fall 2026,Section A
STU-2703,DATA-101,Fall 2026,Section C
STU-2704,STAT-301,Spring 2026,Section C
STU-2704,CS-204,Spring 2026,Section A
STU-2705,STAT-301,Spring 2026,Section A
STU-2705,MATH-150,Spring 2026,Section A
STU-2706,CS-204,Spring 2026,Section C
STU-2706,DATA-101,Spring 2026,Section A
STU-2706,MATH-150,Spring 2026,Section C
STU-2707,MATH-150,Fall 2026,Section A
STU-2707,CS-204,Fall 2026,Section A
STU-2708,STAT-301,Spring 2026,Section A
STU-2708,DATA-101,Fall 2026,Section B
STU-2708,MATH-150,Fall 2026,Section C
STU-2709,CS-204,Fall 2026,Section B
STU-2709,DATA-101,Spring 2026,Section B
STU-2709,STAT-301,Fall 2026,Section B
STU-2710,CS-204,Fall 2026,Section A
STU-2710,STAT-301,Spring 2026,Section A
STU-2711,MATH-150,Spring 2026,Section C
STU-2711,STAT-301,Fall 2026,Section A
STU-2711,CS-204,Spring 2026,Section C
STU-2712,CS-204,Spring 2026,Section C
STU-2712,STAT-301,Fall 2026,Section A
STU-2712,MATH-150,Fall 2026,Section C
STU-2713,MATH-150,Fall 2026,Section B
STU-2713,CS-204,Spring 2026,Section A
STU-2713,STAT-301,Fall 2026,Section B
STU-2714,STAT-301,Fall 2026,Section A
STU-2714,DATA-101,Spring 2026,Section A
STU-2715,CS-204,Spring 2026,Section B
STU-2715,STAT-301,Spring 2026,Section B
STU-2716,MATH-150,Fall 2026,Section A
STU-2716,CS-204,Fall 2026,Section A
STU-2717,CS-204,Fall 2026,Section A
STU-2717,STAT-301,Fall 2026,Section A
STU-2717,DATA-101,Spring 2026,Section B
STU-2718,DATA-101,Fall 2026,Section A
STU-2718,MATH-150,Fall 2026,Section A
STU-2718,STAT-301,Fall 2026,Section B
STU-2719,MATH-150,Fall 2026,Section C
STU-2719,CS-204,Fall 2026,Section C
STU-2720,MATH-150,Fall 2026,Section B
STU-2720,CS-204,Spring 2026,Section A
STU-2721,STAT-301,Fall 2026,Section C
STU-2721,CS-204,Fall 2026,Section A
STU-2722,STAT-301,Fall 2026,Section A
STU-2722,DATA-101,Fall 2026,Section A
STU-2723,STAT-301,Fall 2026,Section A
STU-2723,CS-204,Fall 2026,Section B
STU-2723,DATA-101,Fall 2026,Section A
STU-2724,STAT-301,Fall 2026,Section C
STU-2724,CS-204,Fall 2026,Section A
STU-2725,CS-204,Fall 2026,Section B
STU-2725,DATA-101,Fall 2026,Section B
STU-2726,MATH-150,Spring 2026,Section B
STU-2726,STAT-301,Spring 2026,Section C
STU-2727,MATH-150,Spring 2026,Section B
STU-2727,STAT-301,Spring 2026,Section B
STU-2728,CS-204,Fall 2026,Section B
STU-2728,MATH-150,Spring 2026,Section C
STU-2729,CS-204,Fall 2026,Section C
STU-2729,STAT-301,Spring 2026,Section C
STU-2729,MATH-150,Fall 2026,Section B
STU-2730,DATA-101,Spring 2026,Section C
STU-2730,MATH-150,Fall 2026,Section C
STU-2730,STAT-301,Spring 2026,Section B
STU-2731,STAT-301,Spring 2026,Section C
STU-2731,MATH-150,Fall 2026,Section A
STU-2732,CS-204,Fall 2026,Section B
STU-2732,STAT-301,Fall 2026,Section A
STU-2733,CS-204,Fall 2026,Section A
STU-2733,DATA-101,Fall 2026,Section C
STU-2734,DATA-101,Spring 2026,Section C
STU-2734,MATH-150,Spring 2026,Section C
STU-2735,DATA-101,Spring 2026,Section A
STU-2735,STAT-301,Spring 2026,Section B
STU-2735,MATH-150,Fall 2026,Section C
STU-2736,CS-204,Fall 2026,Section C
STU-2736,MATH-150,Spring 2026,Section C
STU-2737,CS-204,Spring 2026,Section C
STU-2737,STAT-301,Fall 2026,Section B
STU-2738,CS-204,Fall 2026,Section B
STU-2738,DATA-101,Spring 2026,Section C
STU-2739,CS-204,Spring 2026,Section A
STU-2739,DATA-101,Fall 2026,Section A
STU-2740,STAT-301,Fall 2026,Section A
STU-2740,DATA-101,Spring 2026,Section A
STU-2741,STAT-301,Spring 2026,Section C
STU-2741,MATH-150,Spring 2026,Section A
STU-2742,DATA-101,Fall 2026,Section A
STU-2742,STAT-301,Spring 2026,Section B
STU-2743,MATH-150,Spring 2026,Section C
STU-2743,DATA-101,Spring 2026,Section C
STU-2744,STAT-301,Spring 2026,Section A
STU-2744,DATA-101,Fall 2026,Section A
STU-2744,CS-204,Spring 2026,Section C
STU-2745,MATH-150,Fall 2026,Section C
STU-2745,STAT-301,Spring 2026,Section A
STU-2745,CS-204,Spring 2026,Section B
STU-2746,CS-204,Spring 2026,Section C
STU-2746,MATH-150,Fall 2026,Section A
STU-2747,STAT-301,Spring 2026,Section A
STU-2747,CS-204,Spring 2026,Section B
STU-2747,DATA-101,Spring 2026,Section B
STU-2748,CS-204,Fall 2026,Section A
STU-2748,MATH-150,Spring 2026,Section A
STU-2749,STAT-301,Fall 2026,Section A
STU-2749,MATH-150,Fall 2026,Section A
STU-2750,STAT-301,Fall 2026,Section C
STU-2750,MATH-150,Spring 2026,Section A
STU-2750,DATA-101,Fall 2026,Section B
STU-2751,CS-204,Fall 2026,Section C
STU-2751,DATA-101,Spring 2026,Section B
STU-2752,MATH-150,Fall 2026,Section B
STU-2752,DATA-101,Fall 2026,Section C
STU-2752,CS-204,Spring 2026,Section A
STU-2753,STAT-301,Fall 2026,Section B
STU-2753,MATH-150,Spring 2026,Section A
STU-2753,DATA-101,Spring 2026,Section C
STU-2754,DATA-101,Spring 2026,Section A
STU-2754,STAT-301,Fall 2026,Section A
STU-2755,DATA-101,Fall 2026,Section B
STU-2755,MATH-150,Fall 2026,Section C
STU-2755,STAT-301,Fall 2026,Section A
STU-2756,DATA-101,Fall 2026,Section A
STU-2756,MATH-150,Fall 2026,Section B
STU-2756,STAT-301,Spring 2026,Section C
STU-2757,DATA-101,Fall 2026,Section B
STU-2757,STAT-301,Spring 2026,Section C
STU-2757,CS-204,Spring 2026,Section B
STU-2758,DATA-101,Fall 2026,Section C
STU-2758,MATH-150,Spring 2026,Section B
STU-2759,DATA-101,Spring 2026,Section A
STU-2759,CS-204,Fall 2026,Section A
STU-2759,STAT-301,Spring 2026,Section A
STU-2760,MATH-150,Fall 2026,Section B
STU-2760,CS-204,Spring 2026,Section C
STU-2760,STAT-301,Spring 2026,Section C
STU-2761,STAT-301,Spring 2026,Section C
STU-2761,CS-204,Fall 2026,Section C
STU-2762,CS-204,Spring 2026,Section C
STU-2762,DATA-101,Fall 2026,Section A
STU-2763,CS-204,Fall 2026,Section A
STU-2763,STAT-301,Fall 2026,Section A
STU-2763,MATH-150,Fall 2026,Section A
STU-2764,DATA-101,Spring 2026,Section A
STU-2764,MATH-150,Spring 2026,Section C
STU-2765,DATA-101,Spring 2026,Section C
STU-2765,CS-204,Fall 2026,Section A
STU-2766,MATH-150,Spring 2026,Section C
STU-2766,DATA-101,Spring 2026,Section C
STU-2767,DATA-101,Fall 2026,Section A
STU-2767,STAT-301,Fall 2026,Section A
STU-2767,MATH-150,Fall 2026,Section B
STU-2768,MATH-150,Fall 2026,Section C
STU-2768,DATA-101,Fall 2026,Section A
STU-2769,STAT-301,Fall 2026,Section C
STU-2769,DATA-101,Spring 2026,Section A
STU-2770,MATH-150,Fall 2026,Section B
STU-2770,DATA-101,Fall 2026,Section B
STU-2770,STAT-301,Fall 2026,Section B
STU-2771,CS-204,Fall 2026,Section B
STU-2771,STAT-301,Fall 2026,Section B
STU-2772,CS-204,Fall 2026,Section B
STU-2772,STAT-301,Spring 2026,Section C
STU-2772,DATA-101,Spring 2026,Section A
STU-2773,MATH-150,Fall 2026,Section A
STU-2773,DATA-101,Fall 2026,Section C
STU-2774,MATH-150,Fall 2026,Section B
STU-2774,STAT-301,Spring 2026,Section C
STU-2774,DATA-101,Fall 2026,Section C
STU-2775,DATA-101,Spring 2026,Section A
STU-2775,STAT-301,Spring 2026,Section B
STU-2776,CS-204,Spring 2026,Section A
STU-2776,MATH-150,Fall 2026,Section A
STU-2777,CS-204,Fall 2026,Section A
STU-2777,STAT-301,Fall 2026,Section C
STU-2778,CS-204,Spring 2026,Section A
STU-2778,DATA-101,Spring 2026,Section C
STU-2778,STAT-301,Fall 2026,Section C
STU-2779,STAT-301,Fall 2026,Section B
STU-2779,MATH-150,Spring 2026,Section B
STU-2780,DATA-101,Fall 2026,Section B
STU-2780,STAT-301,Spring 2026,Section C
STU-2781,DATA-101,Fall 2026,Section C
STU-2781,STAT-301,Spring 2026,Section A
STU-2782,CS-204,Spring 2026,Section B
STU-2782,MATH-150,Fall 2026,Section B
STU-2783,DATA-101,Fall 2026,Section C
STU-2783,CS-204,Spring 2026,Section B
STU-2783,STAT-301,Spring 2026,Section A
STU-2784,DATA-101,Spring 2026,Section B
STU-2784,STAT-301,Spring 2026,Section C
STU-2784,MATH-150,Spring 2026,Section C
STU-2785,CS-204,Spring 2026,Section C
STU-2785,STAT-301,Fall 2026,Section A
STU-2786,MATH-150,Spring 2026,Section C
STU-2786,DATA-101,Fall 2026,Section B
STU-2787,CS-204,Spring 2026,Section C
STU-2787,STAT-301,Spring 2026,Section C
STU-2788,DATA-101,Fall 2026,Section C
STU-2788,CS-204,Fall 2026,Section B
STU-2788,STAT-301,Spring 2026,Section C
STU-2789,CS-204,Spring 2026,Section B
STU-2789,STAT-301,Spring 2026,Section A
STU-2790,MATH-150,Fall 2026,Section C
STU-2790,CS-204,Fall 2026,Section C
STU-2791,MATH-150,Spring 2026,Section C
STU-2791,CS-204,Spring 2026,Section C
STU-2791,STAT-301,Spring 2026,Section B
STU-2792,DATA-101,Fall 2026,Section C
STU-2792,STAT-301,Spring 2026,Section A
STU-2793,MATH-150,Spring 2026,Section B
STU-2793,DATA-101,Spring 2026,Section A
STU-2794,DATA-101,Spring 2026,Section C
STU-2794,CS-204,Fall 2026,Section B
STU-2795,STAT-301,Fall 2026,Section C
STU-2795,DATA-101,Spring 2026,Section A
STU-2796,CS-204,Fall 2026,Section A
STU-2796,DATA-101,Spring 2026,Section A
STU-2797,DATA-101,Spring 2026,Section B
STU-2797,CS-204,Fall 2026,Section A
STU-2798,CS-204,Spring 2026,Section C
STU-2798,MATH-150,Fall 2026,Section A
STU-2798,STAT-301,Fall 2026,Section C
STU-2799,CS-204,Spring 2026,Section B
STU-2799,STAT-301,Spring 2026,Section C
STU-2799,DATA-101,Fall 2026,Section C
STU-2800,MATH-150,Spring 2026,Section B
STU-2800,CS-204,Fall 2026,Section A
STU-2800,DATA-101,Fall 2026,Section B
STU-2801,DATA-101,Fall 2026,Section A
STU-2801,MATH-150,Fall 2026,Section C
STU-2802,MATH-150,Spring 2026,Section A
STU-2802,STAT-301,Spring 2026,Section C
STU-2803,DATA-101,Spring 2026,Section B
STU-2803,CS-204,Fall 2026,Section C
STU-2804,CS-204,Spring 2026,Section B
STU-2804,MATH-150,Spring 2026,Section C
STU-2805,MATH-150,Fall 2026,Section C
STU-2805,STAT-301,Fall 2026,Section C
STU-2806,CS-204,Fall 2026,Section A
STU-2806,MATH-150,Fall 2026,Section C
STU-2807,MATH-150,Fall 2026,Section A
STU-2807,CS-204,Fall 2026,Section B
STU-2808,STAT-301,Fall 2026,Section C
STU-2808,CS-204,Fall 2026,Section B
STU-2809,STAT-301,Spring 2026,Section B
STU-2809,MATH-150,Spring 2026,Section B
STU-2810,STAT-301,Spring 2026,Section A
STU-2810,DATA-101,Fall 2026,Section A
STU-2811,STAT-301,Spring 2026,Section B
STU-2811,MATH-150,Fall 2026,Section B
STU-2812,CS-204,Fall 2026,Section A
STU-2812,DATA-101,Fall 2026,Section B
STU-2813,CS-204,Spring 2026,Section B
STU-2813,STAT-301,Fall 2026,Section B
STU-2814,STAT-301,Spring 2026,Section B
STU-2814,CS-204,Spring 2026,Section C
STU-2815,STAT-301,Fall 2026,Section C
STU-2815,MATH-150,Spring 2026,Section B
STU-2816,DATA-101,Fall 2026,Section B
STU-2816,MATH-150,Fall 2026,Section B
STU-2817,CS-204,Spring 2026,Section C
STU-2817,MATH-150,Spring 2026,Section A
STU-2818,CS-204,Fall 2026,Section A
STU-2818,STAT-301,Fall 2026,Section B
STU-2819,CS-204,Fall 2026,Section C
STU-2819,DATA-101,Spring 2026,Section A
STU-2820,CS-204,Spring 2026,Section A
STU-2820,STAT-301,Spring 2026,Section B
STU-2820,MATH-150,Fall 2026,Section C
STU-2821,STAT-301,Spring 2026,Section C
STU-2821,MATH-150,Spring 2026,Section A
STU-2822,STAT-301,Spring 2026,Section A
STU-2822,DATA-101,Spring 2026,Section A
STU-2823,DATA-101,Spring 2026,Section B
STU-2823,STAT-301,Spring 2026,Section C
STU-2824,MATH-150,Fall 2026,Section B
STU-2824,DATA-101,Fall 2026,Section C
STU-2825,DATA-101,Fall 2026,Section B
STU-2825,CS-204,Spring 2026,Section B
STU-2825,STAT-301,Spring 2026,Section B
STU-2826,CS-204,Fall 2026,Section B
STU-2826,MATH-150,Fall 2026,Section B
STU-2827,STAT-301,Spring 2026,Section A
STU-2827,DATA-101,Spring 2026,Section C
STU-2828,MATH-150,Spring 2026,Section B
STU-2828,DATA-101,Fall 2026,Section A
STU-2829,CS-204,Fall 2026,Section A
STU-2829,MATH-150,Fall 2026,Section A
STU-2830,CS-204,Fall 2026,Section C
STU-2830,MATH-150,Fall 2026,Section A
STU-2830,DATA-101,Fall 2026,Section B
STU-2831,MATH-150,Fall 2026,Section C
STU-2831,STAT-301,Fall 2026,Section B
STU-2832,MATH-150,Spring 2026,Section A
STU-2832,STAT-301,Fall 2026,Section B
STU-2833,MATH-150,Fall 2026,Section B
STU-2833,DATA-101,Fall 2026,Section A
STU-2833,CS-204,Spring 2026,Section C
STU-2834,MATH-150,Fall 2026,Section B
STU-2834,CS-204,Fall 2026,Section B
STU-2835,DATA-101,Spring 2026,Section B
STU-2835,MATH-150,Spring 2026,Section A
STU-2835,STAT-301,Spring 2026,Section B
STU-2836,MATH-150,Spring 2026,Section B
STU-2836,DATA-101,Spring 2026,Section A
STU-2837,MATH-150,Spring 2026,Section A
STU-2837,STAT-301,Fall 2026,Section B
STU-2837,DATA-101,Fall 2026,Section C
STU-2838,STAT-301,Spring 2026,Section B
STU-2838,CS-204,Fall 2026,Section C
STU-2838,MATH-150,Fall 2026,Section C
STU-2839,DATA-101,Spring 2026,Section B
STU-2839,MATH-150,Fall 2026,Section C
STU-2840,CS-204,Spring 2026,Section A
STU-2840,STAT-301,Fall 2026,Section C
STU-2841,MATH-150,Spring 2026,Section B
STU-2841,STAT-301,Fall 2026,Section C
STU-2842,MATH-150,Spring 2026,Section C
STU-2842,CS-204,Spring 2026,Section C
STU-2843,MATH-150,Spring 2026,Section B
STU-2843,DATA-101,Spring 2026,Section C
STU-2844,STAT-301,Fall 2026,Section C
STU-2844,MATH-150,Fall 2026,Section A
STU-2844,DATA-101,Fall 2026,Section A
STU-2845,MATH-150,Fall 2026,Section A
STU-2845,STAT-301,Spring 2026,Section C
STU-2846,CS-204,Fall 2026,Section B
STU-2846,STAT-301,Fall 2026,Section B
STU-2846,MATH-150,Spring 2026,Section B
STU-2847,DATA-101,Fall 2026,Section B
STU-2847,CS-204,Spring 2026,Section A
STU-2848,MATH-150,Fall 2026,Section A
STU-2848,STAT-301,Fall 2026,Section C
STU-2848,DATA-101,Fall 2026,Section A
STU-2849,STAT-301,Fall 2026,Section C
STU-2849,CS-204,Fall 2026,Section C
STU-2849,DATA-101,Spring 2026,Section C
STU-2850,STAT-301,Fall 2026,Section A
STU-2850,CS-204,Fall 2026,Section A
STU-2851,MATH-150,Fall 2026,Section B
STU-2851,STAT-301,Spring 2026,Section A
STU-2852,MATH-150,Fall 2026,Section B
STU-2852,CS-204,Fall 2026,Section C
STU-2852,DATA-101,Spring 2026,Section C
STU-2853,DATA-101,Fall 2026,Section C
STU-2853,STAT-301,Spring 2026,Section A
STU-2853,CS-204,Fall 2026,Section C
STU-2854,DATA-101,Fall 2026,Section A
STU-2854,STAT-301,Fall 2026,Section C
STU-2855,DATA-101,Fall 2026,Section C
STU-2855,MATH-150,Spring 2026,Section B
STU-2856,STAT-301,Fall 2026,Section A
STU-2856,CS-204,Spring 2026,Section A
STU-2857,DATA-101,Fall 2026,Section C
STU-2857,STAT-301,Fall 2026,Section A
STU-2857,CS-204,Spring 2026,Section B
STU-2858,CS-204,Fall 2026,Section C
STU-2858,MATH-150,Spring 2026,Section A
STU-2859,DATA-101,Spring 2026,Section A
STU-2859,CS-204,Spring 2026,Section B
STU-2860,MATH-150,Fall 2026,Section C
STU-2860,DATA-101,Spring 2026,Section C
STU-2861,MATH-150,Fall 2026,Section B
STU-2861,STAT-301,Fall 2026,Section C
STU-2861,DATA-101,Fall 2026,Section C
STU-2862,STAT-301,Spring 2026,Section B
STU-2862,MATH-150,Fall 2026,Section B
STU-2863,STAT-301,Fall 2026,Section C
STU-2863,CS-204,Spring 2026,Section B
STU-2863,DATA-101,Spring 2026,Section A
STU-2864,MATH-150,Spring 2026,Section B
STU-2864,STAT-301,Fall 2026,Section A
STU-2864,DATA-101,Spring 2026,Section B
STU-2865,MATH-150,Fall 2026,Section C
STU-2865,STAT-301,Fall 2026,Section C
STU-2866,MATH-150,Fall 2026,Section B
STU-2866,CS-204,Fall 2026,Section A
STU-2867,MATH-150,Spring 2026,Section A
STU-2867,STAT-301,Spring 2026,Section A
STU-2867,CS-204,Spring 2026,Section A
STU-2868,DATA-101,Spring 2026,Section A
STU-2868,CS-204,Spring 2026,Section A
STU-2868,STAT-301,Fall 2026,Section A
STU-2869,MATH-150,Spring 2026,Section C
STU-2869,CS-204,Spring 2026,Section B
STU-2869,DATA-101,Spring 2026,Section A
STU-2870,DATA-101,Fall 2026,Section C
STU-2870,MATH-150,Fall 2026,Section A
STU-2871,CS-204,Spring 2026,Section A
STU-2871,DATA-101,Spring 2026,Section B
